Energy   Error
-0.403808         0.00375567
-0.403808         0.00375567
-0.403808         0.00375567
-0.403808         0.00375567
-0.403808         0.00375567
-0.403808         0.00375567
-0.403808         0.00375567
-0.403808         0.00375567
-0.424651         0.00325057
-0.424651         0.00325057
-0.367442         0.00443296
-0.420654         0.00286479
-0.420654         0.00286479
-0.420654         0.00286479
-0.406086         0.00235781
-0.429516         0.00349556
-0.430273         0.00278609
-0.430273         0.00278609
-0.430273         0.00278609
-0.430273         0.00278609
-0.430273         0.00278609
-0.429458         0.0020888
-0.339725         0.00308499
-0.339725         0.00308499
-0.4137         0.00286705
-0.424558         0.00402952
-0.364435         0.00795725
-0.345431         0.00703284
-0.345431         0.00703284
-0.386259         0.00516407
-0.392944         0.00504655
-0.392944         0.00504655
-0.353608         0.00552811
-0.353608         0.00552811
-0.355923         0.00520053
-0.379546         0.00495914
-0.379546         0.00495914
-0.347213         0.00666495
-0.347213         0.00666495
-0.347213         0.00666495
-0.347213         0.00666495
-0.347213         0.00666495
-0.273817         0.0108982
-0.272418         0.0129154
-0.272418         0.0129154
-0.250829         0.00863389
-0.250829         0.00863389
-0.300382         0.00487251
-0.30344         0.00423161
-0.324196         0.00359828
-0.324196         0.00359828
-0.324196         0.00359828
-0.36263         0.00386066
-0.32751         0.00388574
-0.351751         0.00521771
-0.347332         0.00631682
-0.328279         0.00380695
-0.328279         0.00380695
-0.328279         0.00380695
-0.338254         0.0066761
-0.338254         0.0066761
-0.338254         0.0066761
-0.360772         0.00366086
-0.359872         0.00457955
-0.359872         0.00457955
-0.361546         0.00536264
-0.375819         0.00378986
-0.381805         0.00531222
-0.365047         0.00550105
-0.392006         0.0053698
-0.392006         0.0053698
-0.360561         0.00856258
-0.408693         0.00463422
-0.407801         0.0036453
-0.428831         0.00303826
-0.410035         0.00220694
-0.410035         0.00220694
-0.410035         0.00220694
-0.427412         0.00231625
-0.368715         0.0036389
-0.397674         0.00271612
-0.440222         0.0031726
-0.436423         0.0029759
-0.436423         0.0029759
-0.408582         0.00365531
-0.431584         0.00391434
-0.436485         0.00306405
-0.446957         0.0024605
-0.433025         0.00349971
-0.433025         0.00349971
-0.441884         0.00284319
-0.415799         0.00329369
-0.41468         0.00233969
-0.395493         0.00231379
-0.417962         0.0045319
-0.417962         0.0045319
-0.383083         0.00473918
-0.378548         0.00280908
-0.395912         0.00321735
-0.391212         0.00360995
-0.365867         0.00333461
-0.336434         0.00418548
-0.311949         0.00420257
-0.311949         0.00420257
-0.23753         0.00439888
-0.232912         0.00444853
-0.241249         0.00419449
-0.241249         0.00419449
-0.241249         0.00419449
-0.2048         0.00519827
-0.2048         0.00519827
-0.1957         0.0050241
-0.1957         0.0050241
-0.231542         0.0054364
-0.235688         0.00509891
-0.238973         0.00541538
-0.238973         0.00541538
-0.239719         0.00488341
-0.252201         0.00590118
-0.269441         0.00464807
-0.275777         0.00617416
-0.283659         0.00697136
-0.29625         0.00568436
-0.29625         0.00568436
-0.286614         0.00754176
-0.271815         0.00714776
-0.271815         0.00714776
-0.242028         0.0113822
-0.259198         0.00969313
-0.281743         0.00550115
-0.247932         0.00863593
-0.278087         0.00686314
-0.278087         0.00686314
-0.297306         0.00540503
-0.29024         0.00442656
-0.276401         0.00502034
-0.267971         0.00458813
-0.282857         0.00399506
-0.29424         0.00467705
-0.29424         0.00467705
-0.29424         0.00467705
-0.283286         0.0057039
-0.285662         0.00686916
-0.261376         0.00824905
-0.261471         0.00862881
-0.261471         0.00862881
-0.278514         0.00808244
-0.237046         0.00941589
-0.25972         0.0115361
-0.321818         0.0066079
-0.328782         0.00579698
-0.323493         0.00808325
-0.353044         0.00404385
-0.338659         0.0054174
-0.376051         0.00421865
-0.374951         0.0043862
-0.384553         0.00272329
-0.379318         0.00408137
-0.395747         0.00404254
-0.427103         0.00265869
-0.427103         0.00265869
-0.415422         0.00396565
-0.431954         0.00317205
-0.431954         0.00317205
-0.431954         0.00317205
-0.431954         0.00317205
-0.431954         0.00317205
-0.445475         0.00222375
-0.444121         0.00325139
-0.414019         0.00448547
-0.425946         0.00401006
-0.405715         0.0048574
-0.412596         0.00437047
-0.431356         0.00272424
-0.411481         0.00453822
-0.411481         0.00453822
-0.398346         0.00543739
-0.424949         0.00402954
-0.441317         0.00319188
-0.425814         0.0036074
-0.425814         0.0036074
-0.425814         0.0036074
-0.425814         0.0036074
-0.434289         0.00295763
-0.434289         0.00295763
-0.426977         0.00247603
-0.433133         0.00274569
-0.433709         0.00197029
-0.445776         0.00243299
-0.442614         0.00245419
-0.440754         0.00232588
-0.431298         0.00254703
-0.422231         0.00237594
-0.407829         0.00227973
-0.413124         0.00268609
-0.438436         0.00240591
-0.428631         0.00279343
-0.428631         0.00279343
-0.428631         0.00279343
-0.406632         0.00326959
-0.367604         0.00549899
-0.350051         0.00547727
-0.350151         0.00490345
-0.356244         0.00482344
-0.380264         0.00441192
-0.415229         0.00319392
-0.421146         0.00300674
-0.421146         0.00300674
-0.421146         0.00300674
-0.421146         0.00300674
-0.421146         0.00300674
-0.440079         0.00291883
-0.441443         0.00276824
-0.444333         0.00267503
-0.438545         0.00212724
-0.438985         0.00225872
-0.438985         0.00225872
-0.438985         0.00225872
-0.443976         0.00246237
-0.44209         0.00235197
-0.442581         0.00290651
-0.438563         0.00221989
-0.445448         0.00213327
-0.438874         0.00239584
-0.437607         0.00356266
-0.439183         0.00280337
-0.439183         0.00280337
-0.439183         0.00280337
-0.439183         0.00280337
-0.439183         0.00280337
-0.433508         0.00353508
-0.432696         0.00328495
-0.427794         0.0026252
-0.415904         0.00286427
-0.431528         0.00203863
-0.440244         0.00238672
-0.440244         0.00238672
-0.440244         0.00238672
-0.440244         0.00238672
-0.43792         0.00252779
-0.444457         0.00241815
-0.442513         0.00211476
-0.442513         0.00211476
-0.442513         0.00211476
-0.434539         0.00247738
-0.43201         0.00202724
-0.419884         0.00241107
-0.43144         0.00243328
-0.427563         0.00379498
-0.42457         0.0034982
-0.424206         0.00378512
-0.41532         0.0034897
-0.420453         0.0039936
-0.422982         0.00216665
-0.422982         0.00216665
-0.42445         0.00202115
-0.42445         0.00202115
-0.42445         0.00202115
-0.42445         0.00202115
-0.422397         0.00289186
-0.428195         0.00245561
-0.442098         0.0023927
-0.429042         0.00290108
-0.429963         0.00200386
-0.424401         0.00234199
-0.429469         0.00227099
-0.430044         0.00235779
-0.418438         0.00212217
-0.418438         0.00212217
-0.399455         0.00235451
-0.389619         0.00275116
-0.405884         0.00286831
-0.394922         0.00226694
-0.394922         0.00226694
-0.404952         0.00253103
-0.413455         0.00209269
-0.420323         0.00231879
-0.403115         0.00276775
-0.404474         0.00339333
-0.420722         0.00245784
-0.430149         0.00198412
-0.434372         0.00279637
-0.434372         0.00279637
-0.435497         0.00263914
-0.438847         0.00307981
-0.43812         0.00367306
-0.436481         0.00248521
-0.433563         0.00273175
-0.433123         0.00219626
-0.433123         0.00219626
-0.430193         0.0020659
-0.435885         0.00225552
-0.436507         0.00261017
-0.427697         0.00252344
-0.4298         0.00262298
-0.439427         0.00196591
-0.43617         0.00259401
-0.43617         0.00259401
-0.43617         0.00259401
-0.43617         0.00259401
-0.442169         0.00210451
-0.442169         0.00210451
-0.441662         0.0020287
-0.441662         0.0020287
-0.441662         0.0020287
-0.440574         0.00214389
-0.442624         0.00269712
-0.442128         0.00289893
-0.442128         0.00289893
-0.444693         0.00209215
-0.44087         0.00298922
-0.445891         0.00224403
-0.447209         0.00256187
-0.437645         0.00222528
-0.446984         0.00257003
-0.446984         0.00257003
-0.446984         0.00257003
-0.446984         0.00257003
-0.436708         0.00296696
-0.431448         0.00326855
-0.438566         0.00332752
-0.422789         0.00375105
-0.412636         0.0045865
-0.399962         0.0055529
-0.410225         0.00493046
-0.409358         0.004519
-0.409358         0.004519
-0.414187         0.00553369
-0.414187         0.00553369
-0.413145         0.00431245
-0.423348         0.00380414
-0.43221         0.00375778
-0.424915         0.00354411
-0.424915         0.00354411
-0.430512         0.00371491
-0.423509         0.00456818
-0.429458         0.00400899
-0.43591         0.00298778
-0.444862         0.00233272
-0.444928         0.00240061
-0.441936         0.00212727
-0.438195         0.00245705
-0.438815         0.00264242
-0.438815         0.00264242
-0.438815         0.00264242
-0.438825         0.00286791
-0.430733         0.00304902
-0.442598         0.00224115
-0.442199         0.00255678
-0.44221         0.00238571
-0.442749         0.00256383
-0.442749         0.00256383
-0.444961         0.00248286
-0.444961         0.00248286
-0.443516         0.00245589
-0.435002         0.00315311
-0.430736         0.00365822
-0.434014         0.00377566
