#     BLOCK:   ACTUAL_T:     T_AVE:       ERROR:
           1         1.8         1.8           0
           2     1.79998     1.79999 5.73441e-06
           3     1.79994     1.79997 1.59033e-05
           4     1.79985     1.79994 2.83414e-05
           5     1.79974      1.7999 4.27015e-05
           6      1.7996     1.79985 5.87579e-05
           7     1.79942     1.79979 7.63523e-05
           8     1.79921     1.79972 9.53664e-05
           9     1.79897     1.79963 0.000115709
          10     1.79869     1.79954 0.000137306
          11     1.79838     1.79943   0.0001601
          12     1.79804     1.79932 0.000184042
          13     1.79767     1.79919 0.000209091
          14     1.79726     1.79905 0.000235214
          15     1.79682      1.7989 0.000262383
          16     1.79635     1.79874 0.000290575
          17     1.79584     1.79857  0.00031977
          18      1.7953     1.79839 0.000349954
          19     1.79472      1.7982 0.000381113
          20     1.79411     1.79799 0.000413237
          21     1.79346     1.79778 0.000446318
          22     1.79278     1.79755  0.00048035
          23     1.79206     1.79731 0.000515331
          24     1.79131     1.79706 0.000551257
          25     1.79052      1.7968 0.000588128
          26     1.78969     1.79653 0.000625945
          27     1.78882     1.79624 0.000664706
          28     1.78791     1.79594 0.000704408
          29     1.78697     1.79563 0.000745055
          30     1.78598     1.79531 0.000786652
          31     1.78495     1.79498 0.000829208
          32     1.78389     1.79463 0.000872734
          33     1.78278     1.79427 0.000917234
          34     1.78163      1.7939 0.000962708
          35     1.78043     1.79352  0.00100916
          36      1.7792     1.79312  0.00105662
          37     1.77791     1.79271  0.00110508
          38     1.77659     1.79228  0.00115456
          39     1.77521     1.79185  0.00120506
          40     1.77379     1.79139  0.00125662
          41     1.77232     1.79093  0.00130924
          42      1.7708     1.79045  0.00136294
          43     1.76923     1.78996  0.00141774
          44     1.76761     1.78945  0.00147366
          45     1.76594     1.78893  0.00153071
          46     1.76421     1.78839  0.00158891
          47     1.76243     1.78784  0.00164827
          48      1.7606     1.78727  0.00170882
          49     1.75871     1.78669  0.00177059
          50     1.75676     1.78609  0.00183357
          51     1.75475     1.78547  0.00189781
          52     1.75268     1.78484   0.0019633
          53     1.75055      1.7842  0.00203009
          54     1.74836     1.78353  0.00209818
          55      1.7461     1.78285   0.0021676
          56     1.74378     1.78215  0.00223837
          57     1.74139     1.78144  0.00231051
          58     1.73894     1.78071  0.00238405
          59     1.73641     1.77996  0.00245901
          60     1.73382     1.77919  0.00253542
          61     1.73115      1.7784  0.00261328
          62     1.72841     1.77759  0.00269263
          63      1.7256     1.77677  0.00277348
          64     1.72271     1.77592  0.00285586
          65     1.71974     1.77506   0.0029398
          66      1.7167     1.77417  0.00302531
          67     1.71358     1.77327  0.00311242
          68     1.71037     1.77234  0.00320115
          69     1.70708      1.7714  0.00329154
          70      1.7037     1.77043   0.0033836
          71     1.70024     1.76944  0.00347736
          72     1.69669     1.76843  0.00357284
          73     1.69305      1.7674  0.00367008
          74     1.68932     1.76634  0.00376909
          75      1.6855     1.76527   0.0038699
          76     1.68159     1.76417  0.00397253
          77     1.67758     1.76304    0.004077
          78     1.67347     1.76189  0.00418333
          79     1.66927     1.76072  0.00429153
          80     1.66497     1.75952  0.00440164
          81     1.66057      1.7583  0.00451366
