#     BLOCK:   ACTUAL_T:     T_AVE:       ERROR:
           1         1.7         1.7           0
           2     1.69998     1.69999 5.41608e-06
           3     1.69994     1.69997 1.50206e-05
           4     1.69986     1.69995 2.67685e-05
           5     1.69976     1.69991 4.03317e-05
           6     1.69962     1.69986 5.54966e-05
           7     1.69945      1.6998 7.21134e-05
           8     1.69925     1.69973 9.00701e-05
           9     1.69902     1.69965  0.00010928
          10     1.69876     1.69956 0.000129673
          11     1.69847     1.69947 0.000151194
          12     1.69815     1.69936 0.000173795
          13      1.6978     1.69924 0.000197439
          14     1.69741     1.69911 0.000222092
          15       1.697     1.69897 0.000247729
          16     1.69655     1.69881 0.000274326
          17     1.69607     1.69865 0.000301864
          18     1.69556     1.69848 0.000330329
          19     1.69502      1.6983 0.000359706
          20     1.69444     1.69811 0.000389986
          21     1.69383      1.6979  0.00042116
          22     1.69319     1.69769 0.000453222
          23     1.69251     1.69746 0.000486167
          24      1.6918     1.69723 0.000519994
          25     1.69106     1.69698 0.000554699
          26     1.69028     1.69672 0.000590284
          27     1.68946     1.69645  0.00062675
          28     1.68861     1.69617 0.000664092
          29     1.68772     1.69588 0.000702307
          30     1.68679     1.69558 0.000741397
          31     1.68583     1.69526 0.000781372
          32     1.68483     1.69494 0.000822241
          33     1.68378      1.6946 0.000864014
          34      1.6827     1.69425 0.000906693
          35     1.68158     1.69389 0.000950278
          36     1.68042     1.69351 0.000994776
          37     1.67922     1.69313   0.0010402
          38     1.67798     1.69273  0.00108656
          39     1.67669     1.69232  0.00113386
          40     1.67536     1.69189  0.00118211
          41     1.67399     1.69146  0.00123134
          42     1.67257     1.69101  0.00128156
          43      1.6711     1.69054  0.00133277
          44     1.66958     1.69007    0.001385
          45     1.66802     1.68958  0.00143827
          46     1.66641     1.68908  0.00149257
          47     1.66475     1.68856  0.00154794
          48     1.66304     1.68803  0.00160439
          49     1.66128     1.68748  0.00166193
          50     1.65946     1.68692  0.00172058
          51     1.65759     1.68634  0.00178035
          52     1.65567     1.68575  0.00184128
          53     1.65369     1.68515  0.00190336
          54     1.65165     1.68453  0.00196663
          55     1.64955     1.68389  0.00203109
          56      1.6474     1.68324  0.00209678
          57     1.64518     1.68257   0.0021637
          58      1.6429     1.68189  0.00223188
          59     1.64056     1.68119  0.00230134
          60     1.63816     1.68047   0.0023721
          61     1.63569     1.67974  0.00244417
          62     1.63315     1.67899  0.00251759
          63     1.63055     1.67822  0.00259236
          64     1.62788     1.67743  0.00266851
          65     1.62514     1.67663  0.00274605
          66     1.62233      1.6758    0.002825
          67     1.61944     1.67496  0.00290538
          68     1.61648      1.6741  0.00298723
          69     1.61345     1.67322  0.00307054
          70     1.61034     1.67233  0.00315536
          71     1.60715     1.67141  0.00324169
          72     1.60388     1.67047  0.00332956
          73     1.60054     1.66951    0.003419
          74      1.5971     1.66853  0.00351002
          75     1.59359     1.66753  0.00360264
          76     1.58999     1.66651  0.00369689
          77     1.58631     1.66547  0.00379278
          78     1.58254     1.66441  0.00389034
          79     1.57868     1.66332  0.00398958
          80     1.57473     1.66222  0.00409052
          81     1.57069     1.66109  0.00419317
          82     1.56657     1.65993  0.00429755
          83     1.56235     1.65876  0.00440367
          84     1.55803     1.65756  0.00451156
          85     1.55362     1.65634  0.00462121
          86     1.54912     1.65509  0.00473265
