#     BLOCK:   ACTUAL_T:     T_AVE:       ERROR:
           1         2.2         2.2           0
           2     2.19998     2.19999 7.00754e-06
           3     2.19992     2.19997 1.94336e-05
           4     2.19982     2.19993 3.46321e-05
           5     2.19968     2.19988 5.21799e-05
           6     2.19951     2.19982 7.18026e-05
           7     2.19929     2.19974 9.33085e-05
           8     2.19903     2.19965 0.000116555
           9     2.19873     2.19955 0.000141434
          10      2.1984     2.19944 0.000167857
          11     2.19802     2.19931 0.000195755
          12     2.19761     2.19917 0.000225073
          13     2.19715     2.19901 0.000255764
          14     2.19665     2.19884 0.000287791
          15     2.19611     2.19866 0.000321122
          16     2.19553     2.19846 0.000355735
          17      2.1949     2.19825 0.000391608
          18     2.19424     2.19803 0.000428727
          19     2.19353     2.19779  0.00046708
          20     2.19278     2.19754 0.000506659
          21     2.19198     2.19728 0.000547459
          22     2.19114       2.197 0.000589479
          23     2.19025     2.19671 0.000632717
          24     2.18931      2.1964 0.000677169
          25     2.18833     2.19608 0.000722834
          26     2.18731     2.19574 0.000769717
          27     2.18623     2.19539 0.000817823
          28      2.1851     2.19502 0.000867167
          29     2.18393     2.19464 0.000917766
          30      2.1827     2.19424 0.000969626
          31     2.18142     2.19382  0.00102275
          32     2.18009      2.1934  0.00107715
          33      2.1787     2.19295  0.00113284
          34     2.17726     2.19249  0.00118984
          35     2.17576     2.19201  0.00124817
          36      2.1742     2.19152  0.00130784
          37     2.17259       2.191   0.0013689
          38     2.17091     2.19048  0.00143135
          39     2.16917     2.18993  0.00149524
          40     2.16737     2.18937  0.00156057
          41     2.16551     2.18878  0.00162739
          42     2.16358     2.18818   0.0016957
          43     2.16158     2.18756  0.00176555
          44     2.15951     2.18693  0.00183696
          45     2.15737     2.18627  0.00190996
          46     2.15516     2.18559  0.00198458
          47     2.15287      2.1849  0.00206084
          48     2.15051     2.18418  0.00213878
          49     2.14808     2.18344  0.00221844
          50     2.14556     2.18269  0.00229984
          51     2.14296     2.18191  0.00238302
          52     2.14028     2.18111  0.00246802
          53     2.13751     2.18028  0.00255486
          54     2.13466     2.17944   0.0026436
          55     2.13171     2.17857  0.00273425
          56     2.12868     2.17768  0.00282685
          57     2.12555     2.17677  0.00292143
          58     2.12233     2.17583  0.00301804
          59     2.11902     2.17487  0.00311671
          60      2.1156     2.17388  0.00321748
          61     2.11208     2.17286  0.00332039
          62     2.10846     2.17183  0.00342548
          63     2.10473     2.17076  0.00353278
          64     2.10089     2.16967  0.00364235
          65     2.09694     2.16855  0.00375422
          66     2.09288      2.1674  0.00386844
          67     2.08871     2.16623  0.00398503
          68     2.08441     2.16503  0.00410406
          69        2.08     2.16379  0.00422555
          70     2.07546     2.16253  0.00434953
          71      2.0708     2.16124  0.00447606
          72     2.06601     2.15992  0.00460515
          73      2.0611     2.15856  0.00473685
          74     2.05605     2.15718   0.0048712
          75     2.05087     2.15576  0.00500822
          76     2.04556     2.15431  0.00514795
          77     2.04011     2.15283  0.00529042
          78     2.03452     2.15131  0.00543567
          79     2.02879     2.14976  0.00558372
          80     2.02292     2.14817   0.0057346
          81     2.01691     2.14655  0.00588834
          82     2.01075      2.1449  0.00604495
          83     2.00444     2.14321  0.00620447
          84     1.99798     2.14148  0.00636691
          85     1.99138     2.13971   0.0065323
          86     1.98462     2.13791  0.00670064
          87     1.97772     2.13607  0.00687195
          88     1.97066     2.13419  0.00704624
          89     1.96344     2.13227  0.00722351
          90     1.95608     2.13031  0.00740377
          91     1.94856     2.12831  0.00758702
          92     1.94089     2.12628  0.00777325
          93     1.93307      2.1242  0.00796245
          94     1.92509     2.12208   0.0081546
          95     1.91697     2.11992   0.0083497
          96      1.9087     2.11772  0.00854771
          97     1.90027     2.11548  0.00874861
          98      1.8917      2.1132  0.00895237
          99     1.88299     2.11087  0.00915895
         100     1.87413      2.1085  0.00936833
         101     1.86514     2.10609  0.00958044
         102       1.856     2.10364  0.00979524
         103     1.84673     2.10115   0.0100127
         104     1.83733     2.09861   0.0102327
         105     1.82781     2.09603   0.0104552
         106     1.81816     2.09341   0.0106802
         107     1.80839     2.09075   0.0109075
         108     1.79851     2.08804   0.0111371
         109     1.78851     2.08529   0.0113688
         110     1.77842      2.0825   0.0116027
         111     1.76822     2.07967   0.0118386
         112     1.75793      2.0768   0.0120764
         113     1.74755     2.07388   0.0123161
         114     1.73709     2.07093   0.0125574
         115     1.72655     2.06794   0.0128003
         116     1.71594      2.0649   0.0130446
         117     1.70527     2.06183   0.0132903
         118     1.69454     2.05871   0.0135373
         119     1.68376     2.05556   0.0137854
         120     1.67293     2.05238   0.0140344
         121     1.66207     2.04915   0.0142843
         122     1.65117     2.04589   0.0145349
         123     1.64025     2.04259   0.0147862
         124     1.62932     2.03926   0.0150379
         125     1.61837     2.03589   0.0152899
         126     1.60742     2.03249   0.0155421
         127     1.59647     2.02906   0.0157943
         128     1.58553     2.02559   0.0160465
         129      1.5746     2.02209   0.0162985
         130      1.5637     2.01857   0.0165502
         131     1.55282     2.01501   0.0168014
         132     1.54198     2.01143    0.017052
         133     1.53118     2.00782   0.0173019
         134     1.52043     2.00418   0.0175509
         135     1.50973     2.00052    0.017799
         136     1.49909     1.99683   0.0180459
         137     1.48851     1.99312   0.0182917
         138     1.47801     1.98939   0.0185361
         139     1.46758     1.98563    0.018779
         140     1.45723     1.98186   0.0190204
         141     1.44697     1.97807   0.0192601
         142      1.4368     1.97426    0.019498
         143     1.42673     1.97043    0.019734
         144     1.41676     1.96658    0.019968
         145      1.4069     1.96272   0.0201999
         146     1.39716     1.95885   0.0204296
         147     1.38753     1.95496    0.020657
         148     1.37803     1.95106    0.020882
         149     1.36866     1.94715   0.0211045
         150     1.35943     1.94324   0.0213245
         151     1.35033     1.93931   0.0215417
         152     1.34138     1.93538   0.0217562
         153     1.33258     1.93144   0.0219678
         154     1.32394     1.92749   0.0221765
         155     1.31545     1.92354   0.0223822
         156     1.30713     1.91959   0.0225849
         157     1.29898     1.91564   0.0227843
         158     1.29101     1.91169   0.0229805
         159     1.28321     1.90773   0.0231734
         160      1.2756     1.90378   0.0233629
         161     1.26818     1.89983    0.023549
         162     1.26096     1.89589   0.0237316
         163     1.25393     1.89195   0.0239106
         164     1.24711     1.88802   0.0240859
