loss,accuracy,val_loss,val_accuracy
0.7930217385292053,0.7473124861717224,0.2356531172990799,0.9294999837875366
0.27049708366394043,0.9197916388511658,0.15022720396518707,0.9554166793823242
0.20089644193649292,0.9397916793823242,0.1171388030052185,0.965833306312561
0.16994157433509827,0.9480624794960022,0.10515622049570084,0.968583345413208
0.145323246717453,0.9556458592414856,0.09224855899810791,0.9725000262260437
0.13068772852420807,0.9601666927337646,0.09128990024328232,0.9729166626930237
0.1205722838640213,0.9633749723434448,0.08560395985841751,0.9751666784286499
0.10917641222476959,0.9668124914169312,0.07345517724752426,0.9780833125114441
0.10067515820264816,0.9699583053588867,0.07079705595970154,0.9796666502952576
0.09753148257732391,0.9700000286102295,0.07234460115432739,0.9781666398048401
0.08950120210647583,0.9726250171661377,0.0649215504527092,0.981249988079071
0.08492020517587662,0.9736250042915344,0.058973412960767746,0.9832500219345093
0.08080855011940002,0.9751666784286499,0.05903521552681923,0.9826666712760925
0.0780860111117363,0.9756249785423279,0.05775061622262001,0.9825833439826965
0.07346586138010025,0.9769999980926514,0.05476595461368561,0.98458331823349
0.06920260936021805,0.9792708158493042,0.05170343071222305,0.9835833311080933
0.06585955619812012,0.9788749814033508,0.052073195576667786,0.984666645526886
0.06476233154535294,0.9793958067893982,0.050428666174411774,0.9854999780654907
0.06295675039291382,0.9801041483879089,0.04890844225883484,0.9857500195503235
0.0596640408039093,0.9814791679382324,0.0518629290163517,0.9848333597183228
0.05753675475716591,0.9817916750907898,0.046856313943862915,0.9865000247955322
0.05423249676823616,0.9829375147819519,0.046465639024972916,0.9865833520889282
0.05245456099510193,0.9832708239555359,0.04532932490110397,0.9865833520889282
0.051692016422748566,0.9832500219345093,0.04521552473306656,0.987666666507721
0.05144946277141571,0.9838749766349792,0.04389030858874321,0.9877499938011169
0.04881170019507408,0.984291672706604,0.04415367171168327,0.987583339214325
0.046119727194309235,0.9855625033378601,0.04490405321121216,0.9880833625793457
0.04533977806568146,0.9852916598320007,0.04092001914978027,0.9885833263397217
0.043184828013181686,0.9860208630561829,0.043644677847623825,0.9882500171661377
0.04343611001968384,0.9866458177566528,0.04071437567472458,0.9885833263397217
0.04277410730719566,0.9862499833106995,0.04011809453368187,0.9886666536331177
0.03841882199048996,0.987625002861023,0.04020300880074501,0.9887499809265137
0.0387246198952198,0.9872708320617676,0.03921324014663696,0.9890833497047424
0.036554642021656036,0.987666666507721,0.04165482148528099,0.9886666536331177
0.03614024445414543,0.9879166483879089,0.03872637823224068,0.9888333082199097
0.03584929183125496,0.987583339214325,0.03962761163711548,0.9891666769981384
0.03446236997842789,0.9889166951179504,0.03814850002527237,0.9900000095367432
0.034928202629089355,0.9884583353996277,0.03822707012295723,0.9890000224113464
0.031172050163149834,0.9897916913032532,0.040750809013843536,0.9882500171661377
0.03304262459278107,0.9893541932106018,0.036775726824998856,0.9900000095367432
0.03287222981452942,0.9896666407585144,0.03772338107228279,0.9895833134651184
0.030276598408818245,0.9900624752044678,0.03905623406171799,0.9889166951179504
0.03149651736021042,0.9892916679382324,0.03704668581485748,0.9895833134651184
0.029198380187153816,0.9902708530426025,0.03742235153913498,0.9901666641235352
0.029430625960230827,0.9898124933242798,0.03787766024470329,0.9903333187103271
0.030004603788256645,0.9895833134651184,0.03934521600604057,0.9902499914169312
0.028190474957227707,0.9898958206176758,0.038686834275722504,0.9901666641235352
0.027501055970788002,0.9909166693687439,0.036827582865953445,0.9900833368301392
