loss,accuracy,val_loss,val_accuracy
0.8090234994888306,0.7461041808128357,0.22254347801208496,0.9338333606719971
0.27400216460227966,0.9158958196640015,0.14678385853767395,0.9547500014305115
0.19825269281864166,0.9410625100135803,0.10484355688095093,0.9683333039283752
0.15893791615962982,0.9522500038146973,0.08916231244802475,0.9737499952316284
0.1396908015012741,0.9585208296775818,0.07719899713993073,0.9758333563804626
0.12567642331123352,0.9626250267028809,0.07432093471288681,0.9773333072662354
0.11387088894844055,0.9660833477973938,0.06923332065343857,0.9786666631698608
0.10548085719347,0.9692291617393494,0.06322332471609116,0.9802500009536743
0.09564006328582764,0.9717708230018616,0.0603959746658802,0.9818333387374878
0.0921429917216301,0.972083330154419,0.056517500430345535,0.9828333258628845
0.08909331262111664,0.9730625152587891,0.052356164902448654,0.9835833311080933
0.08130660653114319,0.9753749966621399,0.05747374892234802,0.9817500114440918
0.07954064756631851,0.976270854473114,0.05021747946739197,0.984416663646698
0.07367753237485886,0.9775000214576721,0.04926395043730736,0.984749972820282
0.07257217168807983,0.9775000214576721,0.04897727817296982,0.98416668176651
0.06928614526987076,0.9787499904632568,0.04956051707267761,0.9852499961853027
0.06436844170093536,0.9806249737739563,0.04660800099372864,0.9854166507720947
0.061780549585819244,0.981416642665863,0.045163314789533615,0.9852499961853027
0.06126999855041504,0.9807708263397217,0.04554348066449165,0.9860000014305115
0.05817249044775963,0.9825624823570251,0.043893419206142426,0.9861666560173035
0.05703219771385193,0.9825208187103271,0.041455674916505814,0.9868333339691162
0.053549256175756454,0.9836041927337646,0.04020196199417114,0.987333357334137
0.05230807885527611,0.9829999804496765,0.04332749918103218,0.9861666560173035
0.049732789397239685,0.984041690826416,0.04015723615884781,0.987666666507721
0.05033187195658684,0.984375,0.038789648562669754,0.987583339214325
0.04675330966711044,0.9858124852180481,0.0414394848048687,0.987500011920929
0.04750264436006546,0.9848333597183228,0.040112484246492386,0.9880833625793457
0.044477131217718124,0.9861041903495789,0.04002870246767998,0.9879166483879089
0.04438936337828636,0.9857500195503235,0.03868725150823593,0.9882500171661377
0.04418669268488884,0.9863333106040955,0.039908189326524734,0.9884166717529297
0.04170608147978783,0.9869166612625122,0.03948937729001045,0.9884166717529297
0.0399373434484005,0.9878125190734863,0.03781230002641678,0.9881666898727417
0.03883400931954384,0.9877291917800903,0.040086932480335236,0.9881666898727417
0.03815915063023567,0.9875208139419556,0.03783746436238289,0.9887499809265137
0.037427615374326706,0.9883333444595337,0.036344774067401886,0.9892500042915344
0.036856509745121,0.9883750081062317,0.037221409380435944,0.9884999990463257
0.03627542406320572,0.9882708191871643,0.038530752062797546,0.9888333082199097
0.03388819843530655,0.9893125295639038,0.037933021783828735,0.9890833497047424
0.03394842892885208,0.9890833497047424,0.03614773228764534,0.9892500042915344
0.034167949110269547,0.988895833492279,0.03585756570100784,0.9894166588783264
0.03236217424273491,0.9888749718666077,0.03678887337446213,0.9888333082199097
0.03211602568626404,0.9890416860580444,0.03805696219205856,0.9895833134651184
0.030179711058735847,0.9906458258628845,0.03785797581076622,0.9897500276565552
0.030086738988757133,0.9897500276565552,0.037092916667461395,0.9898333549499512
0.030400782823562622,0.9901666641235352,0.03536499664187431,0.9892500042915344
0.029366228729486465,0.9905833601951599,0.03533127158880234,0.9895833134651184
0.02782619744539261,0.9908333420753479,0.03730574622750282,0.9891666769981384
0.02811644785106182,0.9909583330154419,0.03527403622865677,0.9895833134651184
0.027712848037481308,0.9906666874885559,0.03476864844560623,0.9901666641235352
0.026199648156762123,0.9911666512489319,0.035999808460474014,0.9902499914169312
