#     BLOCK:   ACTUAL_T:     T_AVE:       ERROR:
           1         0.7         0.7           0
           2         0.7         0.7           0
           3         0.7         0.7 7.45058e-09
           4         0.7         0.7 1.86265e-08
           5         0.7         0.7 2.80759e-08
           6         0.7         0.7 3.85947e-08
           7         0.7         0.7 5.02175e-08
           8    0.700001         0.7 6.27797e-08
           9    0.700001         0.7 7.62649e-08
          10    0.700001         0.7  9.0579e-08
          11    0.700001         0.7 1.05678e-07
          12    0.700001         0.7 1.21401e-07
          13    0.700002    0.700001 1.37832e-07
          14    0.700002    0.700001 1.54998e-07
          15    0.700002    0.700001 1.72794e-07
          16    0.700002    0.700001 1.91209e-07
          17    0.700003    0.700001 2.10222e-07
          18    0.700003    0.700001  2.2981e-07
          19    0.700003    0.700001 2.49964e-07
          20    0.700004    0.700001 2.70683e-07
          21    0.700004    0.700001 2.91943e-07
          22    0.700005    0.700002 3.13718e-07
          23    0.700005    0.700002 3.36017e-07
          24    0.700006    0.700002 3.58803e-07
          25    0.700006    0.700002 3.82083e-07
          26    0.700007    0.700002  4.0584e-07
          27    0.700007    0.700002 4.30071e-07
          28    0.700008    0.700003 4.54758e-07
          29    0.700008    0.700003   4.799e-07
          30    0.700009    0.700003 5.05488e-07
          31     0.70001    0.700003 5.31505e-07
          32     0.70001    0.700003 5.57956e-07
          33    0.700011    0.700004  5.8483e-07
          34    0.700012    0.700004 6.12118e-07
          35    0.700012    0.700004 6.39814e-07
          36    0.700013    0.700004 6.67913e-07
          37    0.700014    0.700005 6.96409e-07
          38    0.700015    0.700005 7.25298e-07
          39    0.700015    0.700005 7.54572e-07
          40    0.700016    0.700005 7.84226e-07
          41    0.700017    0.700006 8.14259e-07
          42    0.700018    0.700006 8.44662e-07
          43    0.700019    0.700006 8.75432e-07
          44     0.70002    0.700007 9.06565e-07
          45    0.700021    0.700007 9.38057e-07
          46    0.700022    0.700007 9.69904e-07
          47    0.700023    0.700008  1.0021e-06
          48    0.700024    0.700008 1.03464e-06
          49    0.700025    0.700008 1.06753e-06
          50    0.700026    0.700009 1.10076e-06
          51    0.700027    0.700009 1.13432e-06
          52    0.700028    0.700009 1.16821e-06
          53    0.700029     0.70001 1.20243e-06
          54     0.70003     0.70001 1.23698e-06
          55    0.700031     0.70001 1.27186e-06
          56    0.700032    0.700011 1.30705e-06
          57    0.700033    0.700011 1.34256e-06
          58    0.700035    0.700012 1.37838e-06
          59    0.700036    0.700012 1.41452e-06
          60    0.700037    0.700012 1.45096e-06
          61    0.700038    0.700013 1.48772e-06
          62     0.70004    0.700013 1.52477e-06
          63    0.700041    0.700014 1.56213e-06
          64    0.700042    0.700014 1.59978e-06
          65    0.700044    0.700015 1.63773e-06
          66    0.700045    0.700015 1.67598e-06
