#     BLOCK:   ACTUAL_T:     T_AVE:       ERROR:
           1         0.8         0.8           0
           2         0.8         0.8 7.45058e-09
           3         0.8         0.8 1.49012e-08
           4         0.8         0.8 2.23517e-08
           5         0.8         0.8 3.26468e-08
           6         0.8         0.8  4.4496e-08
           7         0.8         0.8 5.75744e-08
           8    0.800001         0.8 7.19473e-08
           9    0.800001         0.8 8.73128e-08
          10    0.800001         0.8 1.03507e-07
          11    0.800001         0.8 1.20682e-07
          12    0.800001    0.800001 1.38756e-07
          13    0.800002    0.800001 1.57537e-07
          14    0.800002    0.800001 1.77121e-07
          15    0.800002    0.800001 1.97443e-07
          16    0.800003    0.800001 2.18462e-07
          17    0.800003    0.800001 2.40206e-07
          18    0.800004    0.800001 2.62609e-07
          19    0.800004    0.800001 2.85639e-07
          20    0.800004    0.800002 3.09302e-07
          21    0.800005    0.800002 3.33597e-07
          22    0.800005    0.800002 3.58474e-07
          23    0.800006    0.800002 3.83945e-07
          24    0.800006    0.800002 4.09985e-07
          25    0.800007    0.800002 4.36596e-07
          26    0.800008    0.800003 4.63744e-07
          27    0.800008    0.800003 4.91437e-07
          28    0.800009    0.800003  5.1964e-07
          29     0.80001    0.800003 5.48373e-07
          30     0.80001    0.800003 5.77607e-07
          31    0.800011    0.800004 6.07344e-07
          32    0.800012    0.800004 6.37566e-07
          33    0.800012    0.800004 6.68273e-07
          34    0.800013    0.800004 6.99452e-07
          35    0.800014    0.800005 7.31095e-07
          36    0.800015    0.800005 7.63203e-07
          37    0.800016    0.800005 7.95763e-07
          38    0.800017    0.800006  8.2877e-07
          39    0.800018    0.800006 8.62219e-07
          40    0.800019    0.800006 8.96104e-07
          41    0.800019    0.800007 9.30419e-07
          42     0.80002    0.800007 9.65158e-07
          43    0.800021    0.800007 1.00032e-06
          44    0.800022    0.800008 1.03589e-06
          45    0.800024    0.800008 1.07187e-06
          46    0.800025    0.800008 1.10826e-06
          47    0.800026    0.800009 1.14505e-06
          48    0.800027    0.800009 1.18223e-06
          49    0.800028    0.800009 1.21981e-06
          50    0.800029     0.80001 1.25777e-06
          51     0.80003     0.80001 1.29612e-06
          52    0.800032    0.800011 1.33485e-06
          53    0.800033    0.800011 1.37395e-06
          54    0.800034    0.800012 1.41343e-06
          55    0.800035    0.800012 1.45328e-06
          56    0.800037    0.800012 1.49349e-06
          57    0.800038    0.800013 1.53406e-06
          58    0.800039    0.800013   1.575e-06
          59    0.800041    0.800014 1.61629e-06
          60    0.800042    0.800014 1.65793e-06
          61    0.800044    0.800015 1.69992e-06
          62    0.800045    0.800015 1.74226e-06
