#     BLOCK:   ACTUAL_T:     T_AVE:       ERROR:
        5537     1.37477     1.33546 0.000974231
        5538     1.37464     1.33547 0.000974081
        5539     1.37452     1.33547  0.00097393
        5540     1.37439     1.33548  0.00097378
        5541     1.37428     1.33549 0.000973629
        5542     1.37416     1.33549 0.000973479
        5543     1.37405      1.3355 0.000973328
        5544     1.37395     1.33551 0.000973177
        5545     1.37385     1.33552 0.000973026
        5546     1.37376     1.33552 0.000972875
        5547     1.37367     1.33553 0.000972724
        5548     1.37359     1.33554 0.000972573
        5549     1.37351     1.33554 0.000972422
        5550     1.37344     1.33555  0.00097227
        5551     1.37338     1.33556 0.000972119
        5552     1.37332     1.33556 0.000971968
        5553     1.37327     1.33557 0.000971816
        5554     1.37323     1.33558 0.000971665
        5555      1.3732     1.33558 0.000971514
        5556     1.37317     1.33559 0.000971363
        5557     1.37316      1.3356 0.000971211
        5558     1.37315      1.3356  0.00097106
        5559     1.37315     1.33561 0.000970909
        5560     1.37316     1.33562 0.000970758
        5561     1.37319     1.33562 0.000970607
        5562     1.37322     1.33563 0.000970456
        5563     1.37326     1.33564 0.000970305
        5564     1.37331     1.33564 0.000970154
        5565     1.37337     1.33565 0.000970003
        5566     1.37344     1.33566 0.000969853
        5567     1.37353     1.33567 0.000969702
        5568     1.37362     1.33567 0.000969552
        5569     1.37373     1.33568 0.000969402
        5570     1.37385     1.33569 0.000969252
        5571     1.37397     1.33569 0.000969103
        5572     1.37411      1.3357 0.000968953
        5573     1.37426     1.33571 0.000968804
        5574     1.37443     1.33571 0.000968655
        5575      1.3746     1.33572 0.000968507
        5576     1.37478     1.33573 0.000968358
        5577     1.37498     1.33573  0.00096821
        5578     1.37519     1.33574 0.000968063
        5579      1.3754     1.33575 0.000967915
        5580     1.37563     1.33576 0.000967768
        5581     1.37587     1.33576 0.000967621
        5582     1.37612     1.33577 0.000967475
        5583     1.37638     1.33578 0.000967329
        5584     1.37665     1.33578 0.000967184
        5585     1.37693     1.33579 0.000967038
        5586     1.37722      1.3358 0.000966894
        5587     1.37752     1.33581  0.00096675
        5588     1.37783     1.33581 0.000966606
        5589     1.37815     1.33582 0.000966463
        5590     1.37848     1.33583  0.00096632
        5591     1.37881     1.33584 0.000966178
        5592     1.37916     1.33584 0.000966036
        5593     1.37951     1.33585 0.000965895
        5594     1.37986     1.33586 0.000965754
        5595     1.38023     1.33587 0.000965614
        5596      1.3806     1.33588 0.000965474
        5597     1.38097     1.33588 0.000965336
        5598     1.38136     1.33589 0.000965197
        5599     1.38174      1.3359  0.00096506
        5600     1.38213     1.33591 0.000964923
        5601     1.38253     1.33592 0.000964786
        5602     1.38293     1.33593 0.000964651
        5603     1.38333     1.33593 0.000964516
        5604     1.38374     1.33594 0.000964381
        5605     1.38415     1.33595 0.000964247
        5606     1.38456     1.33596 0.000964114
        5607     1.38497     1.33597 0.000963982
        5608     1.38539     1.33598  0.00096385
        5609     1.38581     1.33599  0.00096372
        5610     1.38622       1.336 0.000963589
        5611     1.38664       1.336  0.00096346
        5612     1.38705     1.33601 0.000963331
        5613     1.38747     1.33602 0.000963203
        5614     1.38789     1.33603 0.000963076
