#     BLOCK:   ACTUAL_KE:    KE_AVE:      ERROR:
         570     1.40341      1.3605    0.017394
         571     1.40516     1.36058   0.0173637
         572     1.40687     1.36066   0.0173335
         573     1.40853     1.36074   0.0173034
         574     1.41014     1.36083   0.0172735
         575      1.4117     1.36092   0.0172437
         576     1.41321     1.36101    0.017214
         577     1.41468      1.3611   0.0171844
         578     1.41609      1.3612    0.017155
         579     1.41746     1.36129   0.0171256
         580     1.41878     1.36139   0.0170964
         581     1.42005     1.36149   0.0170672
         582     1.42128      1.3616   0.0170382
         583     1.42246      1.3617   0.0170093
         584      1.4236     1.36181   0.0169805
         585     1.42469     1.36191   0.0169518
         586     1.42574     1.36202   0.0169233
         587     1.42675     1.36213   0.0168948
         588     1.42771     1.36224   0.0168664
         589     1.42864     1.36236   0.0168382
         590     1.42953     1.36247     0.01681
         591     1.43038     1.36259    0.016782
         592      1.4312      1.3627    0.016754
         593     1.43199     1.36282   0.0167262
         594     1.43275     1.36294   0.0166984
         595     1.43347     1.36305   0.0166708
         596     1.43417     1.36317   0.0166432
         597     1.43484     1.36329   0.0166158
         598     1.43549     1.36341   0.0165884
         599     1.43612     1.36354   0.0165612
         600     1.43672     1.36366    0.016534
         601     1.43731     1.36378    0.016507
         602     1.43787      1.3639     0.01648
         603     1.43842     1.36403   0.0164532
         604     1.43896     1.36415   0.0164264
         605     1.43948     1.36428   0.0163997
         606     1.43998      1.3644   0.0163731
         607     1.44048     1.36453   0.0163466
         608     1.44096     1.36465   0.0163202
         609     1.44143     1.36478   0.0162939
         610     1.44189      1.3649   0.0162677
         611     1.44234     1.36503   0.0162416
         612     1.44278     1.36516   0.0162155
         613     1.44322     1.36529   0.0161896
         614     1.44364     1.36541   0.0161637
         615     1.44406     1.36554   0.0161379
         616     1.44448     1.36567   0.0161122
         617     1.44488      1.3658   0.0160866
         618     1.44529     1.36593   0.0160611
         619     1.44568     1.36606   0.0160357
         620     1.44608     1.36618   0.0160103
         621     1.44646     1.36631   0.0159851
         622     1.44685     1.36644   0.0159599
         623     1.44723     1.36657   0.0159348
         624     1.44761      1.3667   0.0159098
         625     1.44799     1.36683   0.0158849
         626     1.44836     1.36696     0.01586
         627     1.44874     1.36709   0.0158353
         628     1.44911     1.36722   0.0158106
         629     1.44948     1.36735    0.015786
         630     1.44985     1.36749   0.0157615
         631     1.45023     1.36762   0.0157371
         632      1.4506     1.36775   0.0157127
