#     BLOCK:   ACTUAL_T:     T_AVE:       ERROR:
           1         1.9         1.9           0
           2     1.89982     1.89991 6.26439e-05
           3     1.89929      1.8997 0.000173734
           4     1.89841     1.89938 0.000309598
           5     1.89717     1.89894 0.000466398
           6     1.89558     1.89838 0.000641608
           7     1.89364      1.8977 0.000833426
           8     1.89136     1.89691  0.00104048
           9     1.88872       1.896  0.00126162
          10     1.88573     1.89497  0.00149587
          11     1.88241     1.89383  0.00174237
          12     1.87874     1.89257  0.00200036
          13     1.87472      1.8912  0.00226933
          14     1.87037     1.88971  0.00254885
          15     1.86567     1.88811  0.00283845
          16     1.86064     1.88639  0.00313772
          17     1.85526     1.88456  0.00344631
          18     1.84955     1.88262   0.0037639
          19      1.8435     1.88056  0.00409021
          20     1.83712     1.87838  0.00442496
          21      1.8304      1.8761   0.0047679
          22     1.82335      1.8737  0.00511878
          23     1.81596     1.87119  0.00547744
          24     1.80823     1.86857  0.00584376
          25     1.80017     1.86583  0.00621756
          26     1.79178     1.86298  0.00659862
          27     1.78306     1.86002  0.00698678
          28       1.774     1.85695  0.00738187
          29     1.76462     1.85377  0.00778373
          30     1.75491     1.85047   0.0081922
          31     1.74487     1.84707  0.00860716
          32      1.7345     1.84355  0.00902847
          33      1.7238     1.83992  0.00945598
          34     1.71279     1.83618  0.00988955
          35     1.70145     1.83233    0.010329
          36      1.6898     1.82837   0.0107742
          37     1.67783      1.8243    0.011225
          38     1.66555     1.82012   0.0116812
          39     1.65296     1.81584   0.0121427
          40     1.64006     1.81144   0.0126093
          41     1.62686     1.80694   0.0130808
          42     1.61337     1.80233    0.013557
          43     1.59958     1.79762   0.0140378
          44      1.5855      1.7928   0.0145229
          45     1.57114     1.78787   0.0150123
          46     1.55651     1.78284   0.0155056
          47      1.5416     1.77771   0.0160027
          48     1.52643     1.77247   0.0165034
          49       1.511     1.76714   0.0170074
          50     1.49532      1.7617   0.0175146
          51     1.47939     1.75617   0.0180247
          52     1.46324     1.75053   0.0185375
          53     1.44685      1.7448   0.0190526
          54     1.43025     1.73898     0.01957
          55     1.41345     1.73306   0.0200893
          56     1.39644     1.72705   0.0206102
          57     1.37925     1.72095   0.0211326
          58     1.36188     1.71476    0.021656
          59     1.34435     1.70848   0.0221803
          60     1.32667     1.70211   0.0227051
          61     1.30886     1.69567   0.0232301
          62     1.29091     1.68914   0.0237551
          63     1.27286     1.68253   0.0242796
          64     1.25471     1.67585   0.0248034
          65     1.23648     1.66909   0.0253261
          66     1.21819     1.66226   0.0258474
          67     1.19984     1.65535    0.026367
          68     1.18146     1.64838   0.0268844
          69     1.16307     1.64135   0.0273994
          70     1.14467     1.63426   0.0279116
          71     1.12629      1.6271   0.0284206
          72     1.10795     1.61989   0.0289261
          73     1.08966     1.61263   0.0294277
          74     1.07144     1.60531    0.029925
          75     1.05331     1.59795   0.0304176
          76     1.03529     1.59055   0.0309052
          77     1.01739     1.58311   0.0313875
          78    0.999643     1.57563    0.031864
          79    0.982057     1.56811   0.0323343
          80    0.964652     1.56057   0.0327982
          81    0.947446       1.553   0.0332553
          82    0.930456     1.54541   0.0337052
          83    0.913701      1.5378   0.0341476
          84    0.897198     1.53017   0.0345822
          85    0.880963     1.52253   0.0350086
          86    0.865013     1.51489   0.0354266
          87    0.849364     1.50724   0.0358358
          88    0.834029     1.49959   0.0362359
          89    0.819025     1.49194   0.0366267
          90    0.804365      1.4843   0.0370079
          91    0.790063     1.47667   0.0373793
          92     0.77613     1.46906   0.0377407
          93    0.762579     1.46146   0.0380917
          94    0.749422     1.45389   0.0384323
          95    0.736667     1.44634   0.0387621
          96    0.724324     1.43882   0.0390812
          97    0.712401     1.43133   0.0393893
          98    0.700906     1.42387   0.0396862
          99    0.689846     1.41646    0.039972
         100    0.679227     1.40909   0.0402464
         101    0.669052     1.40176   0.0405094
         102    0.659326     1.39448   0.0407609
         103    0.650051     1.38725   0.0410009
         104     0.64123     1.38008   0.0412294
         105    0.632863     1.37296   0.0414464
         106    0.624952     1.36591   0.0416518
         107    0.617496     1.35891   0.0418457
         108    0.610493     1.35198   0.0420281
         109    0.603941     1.34512   0.0421991
         110    0.597838     1.33833   0.0423588
         111    0.592181      1.3316   0.0425072
         112    0.586965     1.32496   0.0426444
         113    0.582184     1.31838   0.0427706
         114    0.577833     1.31189   0.0428859
         115    0.573906     1.30547   0.0429905
         116    0.570396     1.29913   0.0430844
         117    0.567295     1.29288   0.0431678
         118    0.564596     1.28671   0.0432409
         119    0.562289     1.28062   0.0433039
         120    0.560367     1.27462    0.043357
         121    0.558819      1.2687   0.0434004
         122    0.557636     1.26287   0.0434342
         123    0.556808     1.25713   0.0434588
